Completion Year,State,Total,American Indian or Alaska Native,Asian or Pacific Islander,Asian,Native Hawaiian or Other Pacific Islander,Black or African American,Hispanic or Latino,White,Two or more races,Race/ethnicity unknown,U.S. Nonresident
2013-14,Indiana,"100,234",303,N/A,"2,228",63,"8,406","3,825","73,835","1,244","4,213","6,117"
2013-14,Iowa,"65,523",345,N/A,"1,277",123,"4,411","3,044","48,073",695,"4,670","2,885"
2013-14,Kansas,"53,803",663,N/A,"1,173",95,"3,910","3,650","37,342","1,112","2,644","3,214"
2013-14,Kentucky,"73,103",189,N/A,"1,054",74,"5,802","1,557","60,311","1,185","1,594","1,337"
2013-14,Louisiana,"73,442",487,N/A,"1,439",49,"20,388","2,914","42,272",809,"2,875","2,209"
2013-14,Maine,"15,219",120,N/A,255,11,438,294,"12,139",531,"1,109",322
2013-14,Maryland,"84,585",205,N/A,"5,649",136,"20,282","4,636","43,749","1,914","3,438","4,576"
2013-14,Massachusetts,"132,465",278,N/A,"8,671",122,"8,953","10,068","76,589","2,544","12,117","13,123"
2013-14,Michigan,"143,664",809,N/A,"4,509",134,"16,654","4,812","99,677","2,639","6,951","7,479"
2013-14,Minnesota,"103,436",760,N/A,"4,251",128,"9,629","3,537","73,955","2,285","5,480","3,411"
2013-14,Mississippi,"39,995",149,N/A,509,36,"13,526",618,"23,391",324,838,604
2013-14,Missouri,"98,744",517,N/A,"2,494",181,"11,539","3,480","70,300","1,421","4,201","4,611"
2013-14,Montana,"11,058",692,N/A,163,20,79,289,"8,938",213,431,233
2013-14,Nebraska,"30,388",160,N/A,717,49,"1,317","1,443","24,167",464,"1,099",972
2013-14,Nevada,"25,065",225,N/A,"2,323",370,"1,868","4,658","12,543",977,"1,241",860
2013-14,New Hampshire,"20,768",86,N/A,484,8,385,605,"13,582",223,"4,412",983
2013-14,New Jersey,"102,607",227,N/A,"7,521",295,"14,144","15,990","51,253","1,472","6,691","5,014"
2013-14,New Mexico,"30,533","2,289",N/A,559,62,915,"12,412","11,370",536,"1,509",881
2013-14,New York,"328,612",959,N/A,"25,187",570,"39,476","39,968","165,738","5,514","20,472","30,728"
2013-14,North Carolina,"134,255","1,285",N/A,"3,567",186,"27,023","6,043","83,500","2,030","6,096","4,525"
2013-14,North Dakota,"12,127",517,N/A,130,15,256,223,"9,846",143,360,637
2013-14,Ohio,"164,197",481,N/A,"3,723",114,"17,139","4,242","122,051","2,266","7,224","6,957"
2013-14,Oklahoma,"56,177","5,020",N/A,"1,275",120,"4,442","3,551","35,141","2,317","2,067","2,244"
2013-14,Oregon,"57,902",725,N/A,"2,774",388,"1,451","4,036","40,908","2,048","3,512","2,060"
2013-14,Pennsylvania,"196,477",424,N/A,"8,279",185,"19,010","9,353","135,161","2,934","10,345","10,786"
2013-14,Rhode Island,"20,420",75,N/A,764,14,"1,062","1,571","12,946",370,"2,255","1,363"
2013-14,South Carolina,"55,409",169,N/A,858,66,"12,583","1,537","35,459",849,"2,688","1,200"
2013-14,South Dakota,"11,406",441,N/A,120,15,157,225,"9,850",145,226,227
2013-14,Tennessee,"84,013",254,N/A,"1,527",75,"14,172","2,388","59,653","1,357","2,978","1,609"
2013-14,Texas,"321,333","1,319",N/A,"16,364",512,"39,203","95,887","138,061","5,437","8,897","15,653"
2013-14,Utah,"66,258",540,N/A,"1,720",397,"1,629","4,354","51,661","1,102","3,255","1,600"
2013-14,Vermont,"10,728",46,N/A,242,6,234,332,"8,416",218,925,309
2013-14,Virginia,"133,461",427,N/A,"7,880",582,"24,679","8,009","77,501","3,119","7,490","3,774"
2013-14,Washington,"102,268","1,169",N/A,"8,295",654,"4,437","8,597","62,921","4,382","6,410","5,403"
2013-14,West Virginia,"33,380",163,N/A,544,114,"2,750","1,439","26,022",601,"1,000",747
2013-14,Wisconsin,"83,745",650,N/A,"2,517",80,"3,667","3,369","67,633","1,382","1,899","2,548"
2013-14,Wyoming,"8,032",119,N/A,65,19,104,567,"6,449",129,293,287
2012-13,Total,"4,793,988","35,372",N/A,"256,525","14,316","571,811","561,058","2,775,337","80,764","291,677","207,128"
2012-13,Alabama,"66,737",475,N/A,"1,168",45,"16,535","1,560","41,706",504,"3,146","1,598"
2012-13,Alaska,"6,952",671,N/A,271,76,214,800,"3,995",373,421,131
2012-13,Arizona,"191,232","3,647",N/A,"5,688",907,"20,733","28,991","96,310","3,266","26,803","4,887"
2012-13,Arkansas,"42,082",319,N/A,614,31,"6,787","1,412","30,629",678,461,"1,151"
2012-13,California,"536,826","2,880",N/A,"81,776","4,014","31,212","148,640","184,340","14,220","43,741","26,003"
2012-13,Colorado,"86,954",810,N/A,"2,753",188,"5,243","10,547","56,537","1,699","7,143","2,034"
2012-13,Connecticut,"52,438",131,N/A,"2,159",46,"4,963","5,364","31,951",819,"4,458","2,547"
2012-13,Delaware,"13,574",35,N/A,455,16,"2,525",659,"7,792",209,"1,250",633
2012-13,District of Columbia,"26,477",103,N/A,"1,731",52,"5,160","1,530","11,973",407,"3,079","2,442"
2012-13,Florida,"320,360","1,204",N/A,"9,292",563,"52,917","71,742","150,984","4,294","20,011","9,353"
2012-13,Georgia,"131,338",364,N/A,"5,156",178,"40,871","5,418","68,041","1,895","5,372","4,043"
2012-13,Hawaii,"14,834",55,N/A,"4,683","1,371",316,"1,155","3,210","2,724",344,976
2012-13,Idaho,"21,517",214,N/A,312,85,208,"1,497","17,580",228,843,550
2012-13,Illinois,"222,417",575,N/A,"12,104",481,"29,816","23,244","130,821","3,223","11,731","10,422"
2012-13,Indiana,"98,353",267,N/A,"2,192",68,"7,989","3,641","73,654","1,213","3,937","5,392"
2012-13,Iowa,"84,665",510,N/A,"1,497",213,"9,826","4,190","56,730",934,"8,225","2,540"
2012-13,Kansas,"51,596",697,N/A,"1,087",81,"3,282","3,084","37,088",940,"2,054","3,283"
2012-13,Kentucky,"70,915",176,N/A,"1,034",78,"5,752","1,295","58,660",964,"1,698","1,258"
2012-13,Louisiana,"67,287",418,N/A,"1,412",64,"18,981","2,361","38,109",548,"3,348","2,046"
2012-13,Maine,"15,060",125,N/A,249,16,461,238,"12,121",158,"1,395",297
2012-13,Maryland,"83,099",224,N/A,"5,547",133,"19,746","4,256","43,649","1,539","3,612","4,393"
2012-13,Massachusetts,"129,800",337,N/A,"8,291",104,"9,027","9,587","76,186","2,062","11,993","12,213"
2012-13,Michigan,"146,992",954,N/A,"4,447",141,"16,689","4,464","102,802","2,358","7,904","7,233"
2012-13,Minnesota,"104,134",779,N/A,"4,095",118,"9,315","3,291","74,766","2,086","6,337","3,347"
2012-13,Mississippi,"37,544",148,N/A,379,43,"12,841",506,"22,419",220,466,522
2012-13,Missouri,"99,725",528,N/A,"2,501",145,"12,413","3,282","70,749","1,249","4,576","4,282"
2012-13,Montana,"10,704",606,N/A,134,25,68,279,"8,922",162,232,276
2012-13,Nebraska,"30,623",177,N/A,621,48,"1,367","1,276","24,543",453,"1,184",954
2012-13,Nevada,"22,591",191,N/A,"1,992",318,"1,722","3,883","11,602",805,"1,290",788
2012-13,New Hampshire,"19,491",86,N/A,465,11,370,574,"13,833",129,"3,058",965
2012-13,New Jersey,"99,009",228,N/A,"6,751",359,"13,876","14,891","49,896","1,218","7,115","4,675"
2012-13,New Mexico,"32,704","2,383",N/A,580,108,973,"13,127","12,594",507,"1,580",852
2012-13,New York,"323,918",976,N/A,"24,568",602,"38,671","37,035","168,319","4,002","21,309","28,436"
2012-13,North Carolina,"127,510","1,240",N/A,"3,938",149,"25,323","5,287","80,772","1,480","5,976","3,345"
2012-13,North Dakota,"11,830",544,N/A,133,7,210,209,"9,578",107,382,660
2012-13,Ohio,"161,277",476,N/A,"3,556",100,"17,122","3,897","121,216","1,623","7,002","6,285"
2012-13,Oklahoma,"55,225","5,025",N/A,"1,312",107,"4,302","2,920","35,068","1,994","2,218","2,279"
2012-13,Oregon,"56,947",723,N/A,"2,803",329,"1,279","3,975","40,476","1,278","4,177","1,907"
2012-13,Pennsylvania,"197,839",453,N/A,"8,059",201,"19,236","8,756","137,960","2,302","11,548","9,324"
2012-13,Rhode Island,"20,608",58,N/A,809,7,990,"1,560","13,062",240,"2,672","1,210"
2012-13,South Carolina,"55,027",211,N/A,817,84,"13,267","1,361","35,998",729,"1,412","1,148"
2012-13,South Dakota,"11,373",457,N/A,112,14,187,171,"9,839",191,169,233
2012-13,Tennessee,"84,230",263,N/A,"1,553",82,"14,501","2,254","60,203","1,214","2,680","1,480"
2012-13,Texas,"315,252","1,367",N/A,"16,150",508,"37,885","92,839","138,816","4,028","8,760","14,899"
2012-13,Utah,"62,226",437,N/A,"1,553",324,"1,320","3,844","48,487","1,435","3,235","1,591"
2012-13,Vermont,"11,746",49,N/A,219,8,223,369,"8,456",198,"1,951",273
2012-13,Virginia,"131,304",489,N/A,"7,858",838,"24,552","7,221","76,415","2,315","7,941","3,675"
2012-13,Washington,"104,894","1,332",N/A,"8,619",664,"4,420","7,726","65,744","3,829","7,613","4,947"
2012-13,West Virginia,"31,047",148,N/A,494,75,"2,324","1,143","24,501",461,"1,206",695
2012-13,Wisconsin,"85,538",677,N/A,"2,474",77,"3,713","3,153","69,554","1,158","2,294","2,438"
2012-13,Wyoming,"8,167",130,N/A,62,14,88,554,"6,681",96,325,217
2011-12,Total,"4,782,571","35,146",N/A,"249,620","13,715","578,217","533,005","2,784,091","63,474","328,938","196,365"
2011-12,Alabama,"65,991",437,N/A,"1,160",49,"17,143","1,352","40,927",426,"3,016","1,481"
2011-12,Alaska,"6,432",607,N/A,253,58,201,661,"3,792",298,383,179
2011-12,Arizona,"211,744","3,894",N/A,"5,646",967,"22,372","28,973","105,415","2,335","36,935","5,207"
2011-12,Arkansas,"41,438",335,N/A,510,36,"7,010","1,230","29,978",508,699,"1,132"
2011-12,California,"522,967","3,185",N/A,"78,233","3,893","30,524","140,416","182,012","10,477","48,228","25,999"
2011-12,Colorado,"85,596",796,N/A,"2,720",180,"5,655","9,624","55,825","1,585","7,388","1,823"
2011-12,Connecticut,"51,736",141,N/A,"2,063",36,"5,187","5,218","31,391",579,"4,576","2,545"
2011-12,Delaware,"13,418",37,N/A,343,19,"2,589",673,"7,739",162,"1,274",582
2011-12,District of Columbia,"25,122",78,N/A,"1,631",39,"5,191","1,322","11,275",245,"3,299","2,042"
2011-12,Florida,"321,609","1,187",N/A,"9,356",500,"53,878","70,443","154,575","3,227","19,501","8,942"
2011-12,Georgia,"132,716",386,N/A,"4,878",154,"42,218","5,128","68,752","1,742","5,651","3,807"
2011-12,Hawaii,"14,351",61,N/A,"4,804","1,287",298,"1,044","3,044","2,488",241,"1,084"
2011-12,Idaho,"20,161",193,N/A,308,61,199,"1,208","16,687",145,903,457
2011-12,Illinois,"216,825",628,N/A,"11,762",413,"28,754","21,747","129,743","2,883","11,082","9,813"
2011-12,Indiana,"97,337",323,N/A,"2,159",63,"8,194","3,281","73,448",809,"4,249","4,811"
2011-12,Iowa,"85,376",409,N/A,"1,472",173,"7,590","3,392","54,534",698,"14,741","2,367"
2011-12,Kansas,"49,967",669,N/A,"1,056",46,"3,187","2,747","36,471",710,"2,039","3,042"
2011-12,Kentucky,"71,432",189,N/A,827,70,"6,199","1,167","59,024",903,"1,780","1,273"
2011-12,Louisiana,"73,258",530,N/A,"1,464",73,"21,772","2,135","41,960",427,"3,048","1,849"
2011-12,Maine,"15,241",131,N/A,248,6,257,245,"12,424",123,"1,531",276
2011-12,Maryland,"82,690",228,N/A,"5,468",174,"20,369","3,837","43,190","1,098","4,205","4,121"
2011-12,Massachusetts,"129,870",383,N/A,"8,560",135,"8,994","9,211","77,326","1,782","12,623","10,856"
2011-12,Michigan,"148,559",846,N/A,"4,328",143,"16,956","4,318","103,666","1,685","9,975","6,642"
2011-12,Minnesota,"102,723",734,N/A,"3,844",94,"8,468","2,997","74,864","1,979","6,569","3,174"
2011-12,Mississippi,"37,948",105,N/A,384,25,"13,550",438,"22,189",160,582,515
2011-12,Missouri,"102,944",540,N/A,"2,443",167,"12,991","3,430","71,640","1,060","6,711","3,962"
2011-12,Montana,"10,400",564,N/A,145,11,72,281,"8,734",139,269,185
2011-12,Nebraska,"30,028",160,N/A,639,37,"1,389","1,153","23,997",267,"1,504",882
2011-12,Nevada,"22,235",242,N/A,"2,027",259,"1,716","3,691","11,674",696,"1,291",639
2011-12,New Hampshire,"19,571",87,N/A,462,14,368,533,"14,115",119,"3,015",858
2011-12,New Jersey,"101,971",210,N/A,"7,219",202,"14,435","14,619","52,203",987,"7,218","4,878"
2011-12,New Mexico,"27,786","1,867",N/A,456,69,850,"11,042","10,837",346,"1,589",730
2011-12,New York,"326,341",995,N/A,"24,484",555,"39,141","35,878","169,595","3,665","25,397","26,631"
2011-12,North Carolina,"123,842","1,132",N/A,"3,478",138,"24,830","4,515","79,836","1,147","5,793","2,973"
2011-12,North Dakota,"11,483",582,N/A,108,6,200,121,"9,427",71,369,599
2011-12,Ohio,"166,640",576,N/A,"3,612",113,"17,794","3,782","125,371","1,283","8,335","5,774"
2011-12,Oklahoma,"54,633","4,754",N/A,"1,247",78,"4,450","2,509","35,512","1,508","2,309","2,266"
2011-12,Oregon,"54,045",711,N/A,"2,644",316,"1,153","3,379","38,854",905,"4,299","1,784"
2011-12,Pennsylvania,"197,812",501,N/A,"8,012",188,"19,271","8,098","139,376","1,783","11,987","8,596"
2011-12,Rhode Island,"20,543",58,N/A,786,14,934,"1,405","12,804",159,"3,193","1,190"
2011-12,South Carolina,"53,729",260,N/A,717,61,"13,163","1,252","35,004",645,"1,619","1,008"
2011-12,South Dakota,"11,170",465,N/A,110,16,164,190,"9,721",119,173,212
2011-12,Tennessee,"86,625",250,N/A,"1,529",99,"15,005","2,128","61,556","1,100","3,427","1,531"
2011-12,Texas,"309,231","1,439",N/A,"15,385",447,"37,405","90,359","137,004","3,240","9,600","14,352"
2011-12,Utah,"59,974",447,N/A,"1,338",358,925,"3,275","47,270",703,"4,132","1,526"
2011-12,Vermont,"11,024",53,N/A,220,5,189,312,"8,634",165,"1,170",276
2011-12,Virginia,"130,116",499,N/A,"7,793","1,063","24,313","6,773","75,805","1,608","8,472","3,790"
2011-12,Washington,"103,370","1,281",N/A,"8,449",648,"4,487","7,117","66,159","2,966","7,844","4,419"
2011-12,West Virginia,"28,556",115,N/A,392,68,"1,955",949,"23,122",401,838,716
2011-12,Wisconsin,"86,832",725,N/A,"2,383",78,"4,197","3,008","69,664",860,"3,576","2,341"
2011-12,Wyoming,"7,163",121,N/A,65,11,65,399,"5,926",58,290,228
2010-11,Total,"4,637,322","35,780",N/A,"240,679","12,889","563,325","490,565","2,732,833","51,156","325,124","184,971"
2010-11,Alabama,"62,215",480,N/A,"1,270",38,"16,107","1,196","38,662",379,"2,464","1,619"
2010-11,Alaska,"5,849",608,N/A,228,53,200,423,"3,634",225,280,198
2010-11,Arizona,"191,893","3,903",N/A,"4,557",768,"19,649","25,779","97,950","1,300","33,676","4,311"
2010-11,Arkansas,"41,742",378,N/A,502,28,"6,560","1,099","29,911",439,"1,828",997
2010-11,California,"517,231","3,373",N/A,"77,786","3,668","31,420","131,710","184,434","8,616","51,830","24,394"
2010-11,Colorado,"81,711",818,N/A,"2,725",149,"5,299","8,966","54,338","1,196","6,473","1,747"
2010-11,Connecticut,"49,436",194,N/A,"1,802",25,"4,729","4,806","29,492",629,"5,214","2,545"
2010-11,Delaware,"13,144",44,N/A,354,14,"2,089",581,"7,586",146,"1,685",645
2010-11,District of Columbia,"23,993",83,N/A,"1,700",26,"4,780","1,154","11,494",175,"2,590","1,991"
2010-11,Florida,"307,231","1,149",N/A,"9,277",386,"53,392","64,766","150,361","2,469","16,781","8,650"
2010-11,Georgia,"141,401",426,N/A,"4,997",117,"45,178","4,752","75,033","1,574","5,237","4,087"
2010-11,Hawaii,"13,430",51,N/A,"4,090","1,203",244,954,"2,900","2,146",649,"1,193"
2010-11,Idaho,"17,875",149,N/A,300,72,155,"1,011","14,912",147,753,376
2010-11,Illinois,"215,391",724,N/A,"11,426",426,"29,261","19,710","129,534","2,465","12,745","9,100"
2010-11,Indiana,"92,799",311,N/A,"2,107",51,"8,193","2,922","69,825",796,"3,975","4,619"
2010-11,Iowa,"77,599",329,N/A,"1,342",113,"5,586","2,443","57,050",682,"8,072","1,982"
2010-11,Kansas,"49,160",657,N/A,"1,011",53,"3,000","2,595","36,343",577,"2,217","2,707"
2010-11,Kentucky,"69,094",196,N/A,869,34,"5,814",809,"58,010",609,"1,688","1,065"
2010-11,Louisiana,"70,272",523,N/A,"1,486",29,"20,775","1,899","40,889",329,"2,566","1,776"
2010-11,Maine,"14,523",135,N/A,217,13,233,236,"11,864",108,"1,339",378
2010-11,Maryland,"79,577",261,N/A,"4,993",137,"20,040","3,377","41,513","1,031","4,323","3,902"
2010-11,Massachusetts,"125,947",394,N/A,"7,821",102,"8,754","8,067","76,253","1,676","12,967","9,913"
2010-11,Michigan,"145,702",842,N/A,"4,409",97,"16,140","4,194","103,677","1,445","8,613","6,285"
2010-11,Minnesota,"98,534",632,N/A,"3,634",58,"6,909","2,693","73,319","1,716","6,529","3,044"
2010-11,Mississippi,"35,847",102,N/A,352,16,"12,215",384,"21,459",126,662,531
2010-11,Missouri,"101,926",550,N/A,"2,530",150,"12,488","3,245","71,686",741,"6,841","3,695"
2010-11,Montana,"10,095",582,N/A,139,12,40,244,"8,404",157,302,215
2010-11,Nebraska,"28,551",161,N/A,648,35,"1,285","1,013","23,240",178,"1,294",697
2010-11,Nevada,"21,387",228,N/A,"1,917",275,"1,660","3,400","11,371",580,"1,253",703
2010-11,New Hampshire,"19,378",96,N/A,430,10,315,407,"14,168",200,"2,963",789
2010-11,New Jersey,"98,269",261,N/A,"6,826",292,"13,780","13,770","51,210",660,"6,616","4,854"
2010-11,New Mexico,"26,688","1,882",N/A,487,35,761,"10,129","10,046",276,"2,338",734
2010-11,New York,"319,197",962,N/A,"23,487",533,"37,439","32,353","165,371","2,472","30,967","25,613"
2010-11,North Carolina,"121,413","1,086",N/A,"3,277",168,"25,033","3,941","78,616",823,"5,576","2,893"
2010-11,North Dakota,"11,318",583,N/A,79,9,183,116,"9,345",68,431,504
2010-11,Ohio,"162,583",508,N/A,"3,371",104,"17,029","3,243","124,413",901,"7,943","5,071"
2010-11,Oklahoma,"53,298","5,083",N/A,"1,278",54,"4,532","2,327","34,743","1,009","2,223","2,049"
2010-11,Oregon,"50,112",648,N/A,"2,423",260,"1,046","2,795","35,311",598,"5,358","1,673"
2010-11,Pennsylvania,"197,482",506,N/A,"7,834",509,"20,349","7,337","139,523","1,562","12,185","7,677"
2010-11,Rhode Island,"20,237",71,N/A,791,4,"1,115","1,433","12,759",142,"2,868","1,054"
2010-11,South Carolina,"51,485",203,N/A,767,69,"12,604","1,080","33,590",515,"1,661",996
2010-11,South Dakota,"10,978",495,N/A,104,12,163,133,"9,619",89,190,173
2010-11,Tennessee,"79,499",295,N/A,"1,338",87,"14,565","1,776","56,666",955,"2,349","1,468"
2010-11,Texas,"303,241","1,425",N/A,"14,457",394,"38,082","86,274","135,700","2,853","10,081","13,975"
2010-11,Utah,"56,174",488,N/A,"1,198",306,765,"2,684","44,623",571,"4,178","1,361"
2010-11,Vermont,"10,746",47,N/A,237,8,227,292,"8,639",154,873,269
2010-11,Virginia,"120,603",458,N/A,"6,688","1,093","22,779","5,457","70,283","1,142","9,247","3,456"
2010-11,Washington,"100,779","1,368",N/A,"8,345",651,"4,428","6,496","65,366","2,499","7,592","4,034"
2010-11,West Virginia,"28,156",120,N/A,385,55,"1,884",808,"23,045",356,792,711
2010-11,Wisconsin,"84,310",754,N/A,"2,294",76,"3,946","2,775","68,248",601,"3,599","2,017"
2010-11,Wyoming,"7,821",158,N/A,94,12,105,511,"6,405",53,248,235
2009-10,Total,"4,336,631","36,588","133,154","104,175","4,815","515,894","441,183","2,584,107","18,598","324,354","173,763"
2009-10,Alabama,"56,931",429,569,644,27,"14,362","1,020","36,183",196,"2,015","1,486"
2009-10,Alaska,"5,318",682,1,228,40,175,302,"3,344",205,181,160
2009-10,Arizona,"166,401","3,264","3,678","1,208",51,"15,816","21,141","87,241",500,"28,381","5,121"
2009-10,Arkansas,"36,827",316,27,450,25,"5,925",918,"26,483",374,"1,457",852
2009-10,California,"491,958","3,556","42,687","33,770","1,962","29,966","117,806","177,223","2,572","60,516","21,900"
2009-10,Colorado,"77,839",904,"2,014",845,55,"4,968","8,507","52,664",509,"5,912","1,461"
2009-10,Connecticut,"47,150",168,"1,774",71,3,"4,125","3,746","28,739",61,"5,925","2,538"
2009-10,Delaware,"12,056",25,183,254,15,"1,902",451,"7,137",109,"1,585",395
2009-10,District of Columbia,"23,725",114,"1,213",496,7,"4,697","1,086","11,567",107,"2,451","1,987"
2009-10,Florida,"287,356","1,172","7,730","1,399",114,"49,472","58,929","146,216",483,"13,225","8,616"
2009-10,Georgia,"128,930",442,818,"3,731",139,"40,002","3,790","69,856","1,147","4,789","4,216"
2009-10,Hawaii,"12,075",75,"6,036",434,250,230,484,"2,923",167,207,"1,269"
2009-10,Idaho,"17,391",162,113,209,7,131,813,"14,583",26,834,513
2009-10,Illinois,"206,754",662,"7,561","3,930",101,"28,473","18,101","124,845",933,"13,176","8,972"
2009-10,Indiana,"85,504",255,855,962,31,"7,294","2,565","65,488",233,"3,671","4,150"
2009-10,Iowa,"64,059",302,454,733,26,"3,260","1,786","44,981",184,"10,598","1,735"
2009-10,Kansas,"45,652",649,618,340,29,"2,862","2,158","33,109",195,"3,276","2,416"
2009-10,Kentucky,"63,481",171,467,251,1,"5,173",795,"52,303",141,"3,152","1,027"
2009-10,Louisiana,"65,823",531,132,"1,277",14,"18,984","1,934","39,155",163,"1,890","1,743"
2009-10,Maine,"13,579",142,217,36,0,193,140,"10,958",253,"1,235",405
2009-10,Maryland,"73,782",227,"4,605",178,2,"18,148","2,891","39,109",72,"5,469","3,081"
2009-10,Massachusetts,"120,278",359,"3,459","3,856",45,"7,877","7,143","72,512",666,"15,139","9,222"
2009-10,Michigan,"141,400",962,"1,630","2,705",89,"16,482","4,045","99,667",675,"9,217","5,928"
2009-10,Minnesota,"93,463",910,"1,793","1,863",21,"6,303","1,941","71,693",368,"5,933","2,638"
2009-10,Mississippi,"32,802",103,130,192,7,"11,206",310,"19,767",46,522,519
2009-10,Missouri,"94,484",507,"1,141","1,240",63,"11,416","2,687","67,525",303,"6,453","3,149"
2009-10,Montana,"9,273",569,104,11,9,39,143,"7,561",5,679,153
2009-10,Nebraska,"26,540",161,506,214,8,"1,148",881,"21,777",15,"1,399",431
2009-10,Nevada,"19,899",210,151,"1,656",218,"1,819","2,930","10,682",431,"1,071",731
2009-10,New Hampshire,"18,719",103,321,101,4,299,418,"13,672",16,"3,046",739
2009-10,New Jersey,"92,769",257,423,"6,518",50,"12,340","12,205","49,129",471,"6,313","5,063"
2009-10,New Mexico,"23,150","1,672",102,272,17,912,"8,602","8,888",271,"1,788",626
2009-10,New York,"305,454","1,114","16,759","6,051",173,"35,249","29,733","163,763","1,030","28,170","23,412"
2009-10,North Carolina,"111,442","1,037","1,444","1,663",34,"22,411","3,311","73,134",267,"5,282","2,859"
2009-10,North Dakota,"11,062",559,38,57,14,134,110,"9,049",13,322,766
2009-10,Ohio,"155,239",453,"1,330","1,870",63,"16,051","2,942","118,755",417,"8,278","5,080"
2009-10,Oklahoma,"50,093","5,106",345,836,32,"4,247","2,079","33,899",325,"1,166","2,058"
2009-10,Oregon,"46,235",578,438,"1,952",170,992,"2,372","33,486",324,"4,516","1,407"
2009-10,Pennsylvania,"191,269",430,"3,034","4,935",86,"19,214","6,829","136,008",703,"12,504","7,526"
2009-10,Rhode Island,"19,699",69,176,510,4,"1,035","1,271","12,718",73,"2,812","1,031"
2009-10,South Carolina,"47,335",158,129,610,31,"11,228",915,"31,084",272,"2,087",821
2009-10,South Dakota,"9,901",374,18,64,10,105,100,"8,668",115,303,144
2009-10,Tennessee,"73,665",308,478,708,33,"13,339","1,470","52,908",669,"2,380","1,372"
2009-10,Texas,"287,994","1,419","6,597","7,456",229,"35,710","81,693","131,633",918,"9,873","12,466"
2009-10,Utah,"49,213",389,445,764,155,550,"2,381","39,355",237,"3,421","1,516"
2009-10,Vermont,"10,329",48,119,81,10,192,231,"8,451",67,869,261
2009-10,Virginia,"107,409",500,"3,809","2,570",97,"20,319","4,472","64,268",222,"7,842","3,310"
2009-10,Washington,"93,187","3,075","5,872","1,986",175,"3,883","7,244","58,247",537,"8,269","3,899"
2009-10,West Virginia,"25,291",106,50,298,29,"1,399",643,"21,167",214,781,604
2009-10,Wisconsin,"79,512",697,521,"1,641",36,"3,767","2,318","64,712",262,"3,740","1,818"
2009-10,Wyoming,"6,934",107,40,49,4,70,401,"5,822",36,234,171
2008-09,Total,"4,056,528","32,927","175,984","52,522","2,396","466,705","385,040","2,473,917","5,702","292,308","169,027"
2008-09,Alabama,"52,806",361,649,358,41,"13,196",845,"33,931",58,"1,695","1,672"
2008-09,Alaska,"4,462",561,193,77,8,177,170,"2,954",17,171,134
2008-09,Arizona,"146,301","3,186","3,588",939,45,"12,222","18,492","77,307",244,"25,000","5,278"
2008-09,Arkansas,"33,108",366,467,15,0,"5,290",722,"24,937",0,558,753
2008-09,California,"469,644","3,532","48,155","27,599","1,235","29,041","105,772","177,066","1,055","55,048","21,141"
2008-09,Colorado,"75,676","1,073","2,281",480,4,"4,700","7,725","52,365",103,"5,605","1,340"
2008-09,Connecticut,"44,880",138,"1,794",41,5,"4,020","3,653","28,769",54,"3,787","2,619"
2008-09,Delaware,"11,652",39,298,72,0,"1,749",391,"7,118",24,"1,597",364
2008-09,District of Columbia,"28,421",128,"1,896",13,0,"7,295","1,284","12,631",6,"3,153","2,015"
2008-09,Florida,"261,410","1,075","7,526",771,36,"43,679","50,100","137,786",285,"11,887","8,265"
2008-09,Georgia,"118,474",305,"3,376",808,4,"35,442","3,279","66,334",205,"4,311","4,410"
2008-09,Hawaii,"12,350",87,"6,396",211,255,306,379,"3,196",6,195,"1,319"
2008-09,Idaho,"16,886",153,294,17,3,132,812,"14,261",8,689,517
2008-09,Illinois,"195,990",669,"10,028","1,143",109,"25,829","16,164","120,937",503,"10,834","9,774"
2008-09,Indiana,"79,613",242,"1,659",88,11,"6,598","2,260","62,081",24,"2,987","3,663"
2008-09,Iowa,"55,597",197,715,250,6,"2,043","1,243","41,050",65,"8,207","1,821"
2008-09,Kansas,"42,720",552,892,80,13,"2,532","1,944","32,007",26,"2,410","2,264"
2008-09,Kentucky,"59,182",169,592,86,0,"4,388",659,"49,537",43,"2,574","1,134"
2008-09,Louisiana,"62,148",472,"1,164",61,2,"17,579","1,901","37,336",13,"2,075","1,545"
2008-09,Maine,"12,862",126,216,10,7,178,134,"10,813",1,871,506
2008-09,Maryland,"68,095",247,"4,335",142,4,"15,640","2,525","36,898",74,"5,154","3,076"
2008-09,Massachusetts,"113,308",361,"6,117","1,036",6,"7,107","6,194","68,853",158,"14,779","8,697"
2008-09,Michigan,"133,492",881,"4,400",201,33,"15,573","3,505","95,910",71,"7,411","5,507"
2008-09,Minnesota,"88,288",877,"2,030","1,447",19,"5,254","1,766","68,883",280,"5,456","2,276"
2008-09,Mississippi,"30,950",119,245,100,1,"10,337",254,"18,950",19,466,459
2008-09,Missouri,"88,541",479,"1,886",261,12,"10,091","2,582","64,289",99,"5,142","3,700"
2008-09,Montana,"9,096",551,84,3,0,37,142,"7,458",0,584,237
2008-09,Nebraska,"26,752",134,567,127,10,"1,109",796,"22,323",23,"1,164",499
2008-09,Nevada,"17,917",224,368,"1,359",63,"1,536","2,263","9,636",188,"1,579",701
2008-09,New Hampshire,"17,604",106,387,20,2,245,409,"12,941",8,"2,650",836
